"","MovieTitle","Usernames","Ratings","ReviewDate","Review"
"11","10. Dune: Part Two","her5066","10/10","26 February 2024","I just got out of an early access showing and it was absolutely incredible. See for yourself in IMAX. The characters, acting, screenplay, world building, storytelling, score, actions sequences, cinematography, and everything in between make for a cinematic masterpiece. Denis Villeneuve provides a masterclass of filmmaking. The casting continuation was perfect all the way through, with great new add-ons. Timothee Chalamet is believable, raw and real as Paul Atriedes. He was flawless as the lead. Zendaya, Rebecca Ferguson, Javier Bardem, and Josh Brolin are fantastic per usual. Stellan Skarsgard and Dave Bautista continue their evil. Austin Butler steals the show as Feyd-Rautha, and Florence Pugh and Christopher Walken are solid fresh casts.Overall, Dune: Part Two is an inspiring, visually stunning sci-fi spectacle and an incredible collision of myth, adventure, and destiny on a galactic scale. It's a fantastic piece of filmmaking, rarely seen in modern day cinema."
"12","10. Dune: Part Two","AfricanBro","9/10","26 February 2024","I have to start by saying that I absolutely loved the first movie. I wasn't familiar with the story and I went with zero expectations, only to be completely stunned by the masterful artwork that was Dune Part 1.The music, the sound, the visuals, the entire world and its atmosphere, the characters even the plot, I found everything beautifully crafted and a breath of fresh air for the Sci-Fi genre.I am not familiar with the source material so this is considering only the movies and while I had a deep desire to love this second part specially considering the reviews it has been getting and how much I loved the first one, I couldn't help but feel a slight disappointment..."
"13","10. Dune: Part Two","and_mikkelsen","10/10","28 February 2024","Let's start with the positives - the cinematography is consistently out of this world, it is a visual wonder, a mix of practical effects with CGI that blends in perfectly. The intense and dramatic sound effects associated with a thrilling and daunting soundtrack delivers! And of course the acting is consistently good, this time around it was great to see Javier Barden's character being developed and bringing some great topics to the table.What makes me wonder the most to be honest is how different both the first movie and the second are being reviewed by the general public.."
"14","10. Dune: Part Two","HalBanksy","10/10","4 March 2024","For once its running time is considerable (almost 3 hours) and somehow it feels strangely rushed... It's a bit odd to explain but in other words, we get so many scenes that feel that don't contribute at all to the narrative and out of the blue we transition to a scene where the main character changes the demeanor entirely without much build up leading to it.."
"15","10. Dune: Part Two","Dvir971","10/10","26 February 2024","The movie spends so much time trying to connect Paul to the Fremens, yet it fails to explore his own inner motivations, the moment we see his character changing, it gives you the feeling that you missed something.Paul's betrayal to Chani also feels a bit irrelevant since the chemistry built on the first movie seems to just dissipate..."
"16","10. Dune: Part Two","Ellimof","10/10","26 February 2024","The relationship with his mother is also very odd and inconsistent, her character becomes dark fairly early in the movie, in one moment she is her beloved mother and without much shared screen time he then seems to almost despise her by the end of the film without the audience having a deeper understanding of their relationship dynamic.The newly introduced villains are one dimensional and having Austin Butler's character seemed pointless... there was no goal for him, he gets killed off almost instantly alongside with the Baron who got so much build from the first movie..."
"17","10. Dune: Part Two","poseyfan","10/10","1 March 2024","An A list of actors like Florence Pugh, Christopher Walken and Léa Seydoux, all of them could've been amazing characters but get zero chance of showing that.An entire plot with Paul's sister goes out the drain as well... messing with time started to become promising but it leads nowhere... I mean I could go on, in short the movie had many plot gaps, didn't develop the characters properly, poorly introduced the newcomers and relied heavily on its outstanding cinematography and sound.It's a shame because I can't tell you how excited I was to write a praising review, but this was my honest opinion which apparently doesn't seem to align with the majority.A lot of scenes drag without much substance to it, the highlight of the film was Javier Barden's character and the messages behind the dangerous of the concept of a Messia.I am of course hopeful for the third movie, maybe with my expectations now lowered it becomes a great experience all over again."
"18","10. Dune: Part Two","awessel-58117","10/10","26 February 2024","Dune: Part Two is simply Denis Villeneuve's Magnum Opus in his filmography. I've loved this director's work since ""Blade Runner 2049"", and ""Arrival"". He did an excellent job placing his vision on the first Dune, but here, Villeneuve cranks his direction times 10!The structure, set-up, visuals, sound and story are crafted in ways that are hard for me to put in words, due to how everything came together so miraculously. The acting is also top-notch! Timothée Chalamet in particular is unbelievably phenomenal, and Zendaya does a great job as well. Austin Butler, Rebecca Ferguson and Florence Pugh are also excellent! Denis never lets you out of this experience! The pure weight of the film is presented through astounding narratives, rich cinematography, an epic story and mesmerizing action sequences that will make your seat rumble if you watch this on the big screen!There are quite a handful of thrilling moments that I still have no idea how they came out THIS good in the end! Denis Villeneuve is truly a sorcerer in the Sci-Fi genre! Every frame and detail in his films are captivating as hell, and it's no different here in the slightest!Dune: Part Two made me leave the theater feeling inspired! There's so much to take away from this masterpiece! Definitely my #1 favorite movie of this year as of now! Bring on Dune: Part Three as fast as possible!"
"19","10. Dune: Part Two","HabibieHakim123","10/10","28 February 2024","Saw an early screening of this film at the Tilton Square Theatre in New Jersey, and I was completely blown away. From the opening scene all the way until the credits I never felt bored, which is impressive for a 2 hour and 45 minute film.I don't want to write too much here, I prefer anyone reading this with the slightest bit of interest in the film to go see it immediately. It doesn't release worldwide until March 1st, so grab tickets and I would highly recommended you see it in IMAX if possible. Almost the entirety of the movie is filmed with IMAX cameras.This movie is an absolute visual spectacle probably going to win a couple Oscar's for sound editing, picture, etc., and the fight scenes are choreographed so fantastically. Like I stated in the beginning, see this film!"
"20","10. Dune: Part Two","Sleepin_Dragon","10/10","29 February 2024","As with the first film, the production was beautiful. I loved the opening scenes with the Harkonnen soldiers. The arena fight between Austin Butler and the last Atreides Robert Yuan (actors names) was fantastic. The battles with the harvesters were phenomenal.The script, however, left me a little bit disappointed. What about the Guild Navigators? And how were the worms used after they came through the pass in the mountains opened up by the atomics? There was only one sequence of the initial charge (marvelous sequence when the gunships entered) but then nothing. The Sardurkar were not given enough respect in this film. There was only one scene that showed them respect and that was when they rose up from the fallen sand and rock debris and stood their ground preparing for the oncoming onslaught instead of panicking. Other than that I felt the film should have spent more time on tactical combat scenes in what was supposed to be an epic battle at the end of the film, maybe trim time off of the other dragged out sequences in the film. The first movie did a better job with the Sardaukar, you actually feared them. The epic battle at the end of this movie was less than epic. And poor Bautista, they should not have made him act like such a wimp, should have had a more glorious fight even in retreat.As much as I like Walken, I thought he was poorly cast to be Emperor. The 1984 film had a perfect actor for the personality. This is Villeneuve's fault, he picked him.The script also fails to emphasize that Paul is the Kwisatz Haderach at the end of the movie. Paul's initial ability to vaguely see the future comes from the centuries of genetic tinkering of the women of the Ben Gesserat, but after he drinks the water of life and not only survives but develops the ability to see an individual's past, as evident by the scenes in the Fremen temple where he looks at individuals and describes their past, and more clearly sees optional future outcomes, and after he actually fulfills all of the prophecies of the Fremen, the story is true, he really is the Messiah of Arrakis, justifying the religion, and he really is the Kwisatz Haderach, a man with abilities that no other man has. But the film appears to gloss over this. Shame. He is not just some populist charismatic man blamed by the likes of Zendaya's character for (perceived) fooling anyone to follow him and falling for the appeal of power and giving up his principles, he is more than that.My critique of the first film was not enough emotion, well part 2 does a better job, especially after Paul survives the water of life and becomes the anti-hero, all hell breaks loose. And Zendaya's character being a more independent women than the 1984 film was interesting, albeit the combat skills or luck were not realistic unless you buy that the Sardaukar were that inept. Part 1 was a better drama than part 2, but part 2 has some great action sequences, besides the disappointments I mentioned earlier. Not a perfect film for this Dune 1984 admirer."
"21","10. Dune: Part Two","her5066","10/10","26 February 2024","We have waited many, many years for a movie of this caliber. I'm 59 years old, a female, grandmother and retired - this was THE. BEST. MOVIE I have ever seen. I don't tend to like si-fi movies so I went along with my husband as a favor . The length of this movie wasn't even noticed by us; it wasn't long enough to be honest. We wanted MORE. It ended and we weren't done yet. We know how long it takes for sequels to come along - so who knows if I'll still be on the planet to see it. I hope I am. And I hope they can do it justice. The last time I remember a movie being THIS good: I was in high school in the 80's. DO NOT MISS THE OPPORTUNITY TO SEE THIS MOVIE IN THE THEATRE. CRAZY GOOD."
"22","10. Dune: Part Two","AfricanBro","9/10","26 February 2024","I just watched this in IMAX and it was one of the greatest movie experiences I have ever had. Everything from part one was done even better in part two and the story was much more interesting. The outfits were so unique and really well made. Whenever I thought it was starting to move a little slow something insane happens and I'm instantly drawn back into the world of dune that Denis has remade and expanded on so much. All the shots of the different worlds were just breathtaking. The last hour of the movie is by far some of the best made cinema in awhile and the action was so good. The last fight was awesome as well. ""You fought well Atreides."""
"23","10. Dune: Part Two","and_mikkelsen","10/10","28 February 2024","Frank Herbert's Dune is widely considered to be some of the most challenging science fiction material to adapt to the big screen. In 2021, Villeneuve hit it out of the park with Dune - Part One. In Part Two, he outdoes himself in every way. From cinematography to music to choreography to acting and dialogue, this movie had a mountain to climb to prove itself, and it did.With Hans Zimmer composing the score, it should surprise no one how well it compliments the film. Greig Fraser (Dune - Part One, The Creator, The Batman) was at the helm of cinematography, and really took my breath away with the magnificent vistas, incredible use of colours and even infrared, and expert capture of motion and scale. Fraser explains that they shot in digital, transposed to 35mm, then back to digital. This seemed absurd to me, until he explained that digital appeared too crisp for audiences, and film too nostalgic. His method obtained the perfect balance. I can't fault him for that, because I agree.The real risk here is of course the adaptation. How to retain some of the richest and most beloved science fiction lore in existence and condense it into the 2 hours and 46 minutes runtime. Villeneuve took a huge risk by splitting the first book into two parts. Had studios not green-lit part two, we would have been left with half a book. Unsatisfying for everyone. Thankfully the gamble paid off, and he was able to tell the epic story across two movies bordering on three hours. Even this required a brisk pace, with many notable scenes omitted. Despite this, I think Villeneuve retained the heart and soul of the story. He created two movies which appeal to both general audiences, and fans alike. There is so much to love here that I can't imagine anyone walking away feeling unsatisfied with the price of entry.See this on the biggest screen you can find. Then see it again. The visuals and score demand it. You will not be disappointed."
"24","10. Dune: Part Two","HalBanksy","10/10","4 March 2024","As an avid movie fan I see plenty of movies, many average, many bad, a few good and once in while great. But I use the word great scarcely. Dune 2 is better than great. Oppenheimer was a great movie but I wouldn't rush back to see it a second time in the near future. Dune 2, I would see it again tomorrow. The story is on par to the Star Wars legacy, the acting, on par with Oppenheimer, the SFX better than the two movies just mentioned combined. When the movie finished (over 2 and half hours) I still wanted more. The emotional ride was like nothing I can remember from ANY movie I can remember. Best movie of the year? I don't think so, best movie of a generation is more akin to what I saw. Wish I could give it 11 stars."
"25","10. Dune: Part Two","Dvir971","10/10","26 February 2024","Denis Villeneuve's second half of his adaptation of Frank Herbert's Dune fully embraces the spectacle inherent in the material while also digging into the core implications that Herbert was exploring around power, cults of personality, and leadership. He flips some things around (I'm pretty sure), but otherwise delivers a handsome, exciting, second half to what he had started. And then he highlights Chani way too much, changing her character so much that she sticks out like a sore thumb to curious purposes that do little more than distract from what's going on around her. Seriously, if the final twenty seconds of this film were chopped off and lost in a fire, I'd actually be a good bit more positive on the film.Paul Atreides (Timothee Chalamet) and his mother the Lady Jessica (Rebecca Ferguson) have joined the Fremen led by Stilgar (Javier Barden). Paul grows close to Chani (Zendaya) who helps teach him the ways of the desert as they go into hiding from the dominant Harkonnen led by the Baron (Stellan Skarsgard), his elder nephew Rabban (Dave Bautista) left as governor of the desert planet Arrakis while the Baron continues to groom his younger nephew Feyd (Austin Butler) towards leadership. Operating as an exposition dump for those who didn't remember the first film is Irulan (Florence Pugh), nominally taking up her chronicling duties from the book (her entries marking the start of every chapter), while her father, the Emperor Shaddam IV (Christopher Walken), quietly ruminates on the implications of his plan to eradicate the Atreides perhaps failing.This is one of those stories that I know so well, that I kind of assume that everyone knows. And yet, Dune, for all it's popularity among scifi nerds, isn't the grand cultural touchpoint it's sometimes made out to be. Its influences are strong and wide, but the actual story knowledge isn't.Anyway, now's the time to talk about some creative choices. The first that screams out to me is how much more stylized visually the film is. The film opens with a scene of Harkonnen troops attacking the Fremen in the desert, and Villeneuve uses a partial eclipse as an excuse to bathe the entire scene in a deep orange. It's really nice to look at. I've been curious about the black and white segments in the trailers since I've seen them, and the explanation is that Geidi Prime has a black sun making it so that outside just looks like that. Knowing more from the books, I'd say that the whole Harkonnen look is something I'd attribute more to the Bene Tlielax, but it's at least interesting to see.There's a heavy emphasis on the Bene Gesserit and their breeding program in here, which I appreciate. I think that most heavily gets highlighted in the inclusion of Lady Margot Fenring (Lea Seydoux), a Bene Gesserit sent to Geidi Prime to seduce Feyd, secure his bloodline, and learn how to manipulate him should certain probabilities arise. She is very briefly seen in a modified form in the Sci-Fi Channel series, but otherwise she's never made an appearance in an adaptation. Although, unless Villeneuve is planning on using material from the sequel novels written by Brian Herbert (please no), Lady Fenring shouldn't be making any more appearances, making this feel like something of a dead end that still manages to provide some nice detail in terms of worldbuilding.And that leads me to the editing. I like how much detail gets brought in to help fill out the world (universe) of Dune, but there are some places where the film feels too fast. Take, for instance, the jump from Paul and Chani sitting on a dune watching a wormrider in the distance, Chani explaining to Paul that he'll never become a rider because he's not really Fremen. Cut ahead to about fifteen minutes later in screentime, there's been no mention of Paul training or anything, and now it's time for Paul to ride his first worm. Time has obviously passed, and this feels like the instance of a cut scene that was deemed unnecessary. However, considering how much time gets dedicated to Fenring's seduction of Feyd, it makes you wonder if the priorities were in total alignment when cutting the film down to its current length.So, Paul stays in the northern parts of Arrakis to lead the small revolt of the Fedaykin fighters against the Harkonnen while Jessica, pregnant and having become the Fremen's Reverend Mother through the changing of the Water of Life from poison into a harmless drink (no orgy in this mostly sexless adaptation), a process that awakens her unborn daughter, Alia, into consciousness. Gonna be honest, Jessica talking to Alia outloud is great. It's just the right kind of funny in this universe. Anyway, Jessica becomes a fanatic in the pursuit of Paul's legend as the Mahdi, the Lisan al-Gaib, the Voice from the Outer World, while Paul resists it. If I remember correctly, this is something of a complete reversal where Paul easily fell into the legend to help him fight while Jessica saw it as something of a survival mechanism, an unfortunate path she had to take to stay alive. I don't mind this change because Furgeson as a madwoman is great to watch.Things escalate. The Emperor must come to Arrakis. There is a showdown, and that showdown is great. It reminded me of the epic ending to James Cameron's Avatar, a movie I have no great love for but which, I cannot deny, has a freaking awesome final act action sequence. Atomics, worms, giant spaceships, it all comes together in an action and special effects extravaganza that Villeneuve manages with aplomb. It's great fun.Now, Chani. Chani is given extra prominence, and I really don't like how they did it. She is one of the Fremen who does not believe in the Lisan al-Gaib, and she sticks to that belief through everything she witnesses. As Paul is presenting all of the signs, as Chani herself is becoming part of the prophecy that she rejects through literal actions, she not only resists, but she fights back against it. It's so out of place, and it goes through to the end of the film. Sure, Herbert having Chani blithely accept that the love of her life is going to marry an imperial princess for power was always a bit thin, but turning the ending of the film into watching her pouting is just wrong.The story of Dune is Paul going from boy to man to leader to godhead. It's not Chani being mad that Paul is going from boy to man to leader to godhead. Ending on her was a mistake.Anyway, it's a spectacle. I think it gets the heart of Herbert's message right. It mixes things up to some degree and to not entirely successful effect. As an adaptation of Dune, I think the Sci-Fi miniseries is probably the best, but as a filmed experience, this is the more exciting and complete of the three attempts."
"26","10. Dune: Part Two","Ellimof","10/10","26 February 2024","I just watched the pre-premiere of part two of Dune. It was a very good adaption of the books but not what totally what I expected. At the end the movie strayed away from the book which made me a bit sad to be honest. Especially the part (which is very important in the book-storyline) is the fact that the sister of Paul wasn't born yet when the film came to it's conclusion. Where in the book his little sister kills the Baron in the film Paul takes the honor of doing so. Also the fact that Chani is not supporting Paul for taking the hand of the Emperor's daughter, didn't have a child with him yet and actually goes her own way makes it hard to get a good start for the inevitable third movie that has to come. As a movie it was a great experience though. The action is great and the storytelling just as well. I personally wished that they sticked to the book till the end. Part one definitely did follow the book... part two also till the midst of the film. Still I strongly recommend to watch it... it is a must-see movie and ranks as one of my alltime favorites already."
