"","Product","TitleOfReviews","NameOfReviewer","Date","Ratings","TypeOfReview","Reviews"
"12","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,"Chew","Reviewed in Australia on 17 February 2024","5.0 out of 5 stars","Verified Purchase","Quick to arrive and suits a 2 seater outdoor couch"
"13","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,"Anne-Marie","Reviewed in Australia on 11 December 2022","1.0 out of 5 stars","Verified Purchase","Very happy with furniture cover"
"14","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,"Nathan","Reviewed in Australia on 2 November 2022","5.0 out of 5 stars","Verified Purchase","I'm very happy with this purchase!"
"15","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,"Amazon Customer","Reviewed in Australia on 27 October 2022","5.0 out of 5 stars","Verified Purchase","Amazing product"
"16","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,"Kindle Customer","Reviewed in Australia on 29 January 2022","5.0 out of 5 stars","Verified Purchase","Easy to use, water just beads off."
"17","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,"Joseph","Reviewed in Australia on 28 March 2022","5.0 out of 5 stars","Verified Purchase","Good quality perfect for patio cover."
"18","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,"Mpi","Reviewed in Australia on 4 January 2022","5.0 out of 5 stars",NA,NA
"19","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,"Rcj","Reviewed in Australia on 15 December 2021","5.0 out of 5 stars",NA,NA
"20","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,NA,NA,"5.0 out of 5 stars",NA,NA
"21","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,"N. Fowler","Reviewed in Australia on 19 August 2023","4.2 out of 5 stars","Verified Purchase","Turned up on time and fits the furniture perfectly. Very happy customer"
"22","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,"Chew","Reviewed in Australia on 17 February 2024","5.0 out of 5 stars","Verified Purchase","Quick to arrive and suits a 2 seater outdoor couch"
"23","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,"Anne-Marie","Reviewed in Australia on 11 December 2022","1.0 out of 5 stars","Verified Purchase","Very happy with furniture cover"
"24","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,"Nathan","Reviewed in Australia on 2 November 2022","5.0 out of 5 stars","Verified Purchase","I'm very happy with this purchase!"
"25","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,"Amazon Customer","Reviewed in Australia on 27 October 2022","5.0 out of 5 stars","Verified Purchase","Amazing product"
"26","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,"Kindle Customer","Reviewed in Australia on 29 January 2022","5.0 out of 5 stars","Verified Purchase","Easy to use, water just beads off."
"27","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,"Joseph","Reviewed in Australia on 28 March 2022","5.0 out of 5 stars","Verified Purchase","Good quality perfect for patio cover."
"28","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,"Mpi","Reviewed in Australia on 4 January 2022","5.0 out of 5 stars",NA,NA
"29","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,"Rcj","Reviewed in Australia on 15 December 2021","5.0 out of 5 stars",NA,NA
"30","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,NA,NA,"5.0 out of 5 stars",NA,NA
"31","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,"N. Fowler","Reviewed in Australia on 19 August 2023","4.2 out of 5 stars","Verified Purchase","Turned up on time and fits the furniture perfectly. Very happy customer"
"32","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,"Chew","Reviewed in Australia on 17 February 2024","5.0 out of 5 stars","Verified Purchase","Quick to arrive and suits a 2 seater outdoor couch"
"33","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,"Anne-Marie","Reviewed in Australia on 11 December 2022","1.0 out of 5 stars","Verified Purchase","Very happy with furniture cover"
"34","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,"Nathan","Reviewed in Australia on 2 November 2022","5.0 out of 5 stars","Verified Purchase","I'm very happy with this purchase!"
"35","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,"Amazon Customer","Reviewed in Australia on 27 October 2022","5.0 out of 5 stars","Verified Purchase","Amazing product"
"36","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,"Kindle Customer","Reviewed in Australia on 29 January 2022","5.0 out of 5 stars","Verified Purchase","Easy to use, water just beads off."
"37","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,"Joseph","Reviewed in Australia on 28 March 2022","5.0 out of 5 stars","Verified Purchase","Good quality perfect for patio cover."
"38","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,"Mpi","Reviewed in Australia on 4 January 2022","5.0 out of 5 stars",NA,NA
"39","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,"Rcj","Reviewed in Australia on 15 December 2021","5.0 out of 5 stars",NA,NA
"40","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,NA,NA,"5.0 out of 5 stars",NA,NA
"41","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,"N. Fowler","Reviewed in Australia on 19 August 2023","4.2 out of 5 stars","Verified Purchase","Turned up on time and fits the furniture perfectly. Very happy customer"
"42","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,"Chew","Reviewed in Australia on 17 February 2024","5.0 out of 5 stars","Verified Purchase","Quick to arrive and suits a 2 seater outdoor couch"
"43","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,"Anne-Marie","Reviewed in Australia on 11 December 2022","1.0 out of 5 stars","Verified Purchase","Very happy with furniture cover"
"44","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,"Nathan","Reviewed in Australia on 2 November 2022","5.0 out of 5 stars","Verified Purchase","I'm very happy with this purchase!"
"45","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,"Amazon Customer","Reviewed in Australia on 27 October 2022","5.0 out of 5 stars","Verified Purchase","Amazing product"
"46","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,"Kindle Customer","Reviewed in Australia on 29 January 2022","5.0 out of 5 stars","Verified Purchase","Easy to use, water just beads off."
"47","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,"Joseph","Reviewed in Australia on 28 March 2022","5.0 out of 5 stars","Verified Purchase","Good quality perfect for patio cover."
"48","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,"Mpi","Reviewed in Australia on 4 January 2022","5.0 out of 5 stars",NA,NA
"49","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,"Rcj","Reviewed in Australia on 15 December 2021","5.0 out of 5 stars",NA,NA
"50","Patio Furniture Cover Waterproof Durable Heavy Duty 210D",NA,NA,NA,"5.0 out of 5 stars",NA,NA
