"","Product","TitleOfReviews","NameOfReviewer","Date","Ratings","TypeOfReview","Reviews"
"13","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,"AG",NA,"3.0 out of 5 stars","Verified Purchase","I love the low-high humidity readings. I 3D print and it’s important to know what the humidity is and really nice to know what it was and the range.I have a couple of the regular ones of these for my filament storage boxes. I really wish I had this model in all of them just to ease my mind."
"14","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,"Regular Guy",NA,"5.0 out of 5 stars","Verified Purchase","It's a bit smaller than a standard playing card but easy to read. It gives the high and low as well as current humidity and temp. I like it. The button on the back easily switches it between Fahrenheit and Celsius. Nicely priced. I already recommended it to a friend who was concerned about his AC and the humidity control."
"15","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,"Cold and Wet in the NW",NA,"5.0 out of 5 stars","Verified Purchase","I kept this on my nightstand to be sure my baby was warm enough in his bassinet.As an exclusive pumper this also helped me to be sure my milk wouldn’t go bad if it was sitting out for a few hours.I love it- I want to get one for every room in the house haha"
"16","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,"Amazon Customer",NA,"5.0 out of 5 stars","Verified Purchase","I had one from a different company already but wanted a couple more. I added a furnace humidifier this last winter and wanted to monitor temp/humidity in multiple locations. they have magnets and stands so you can just stick them to something metal or a refrigerator or just use the kick stand."
"17","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,"Natalie Marte",NA,"5.0 out of 5 stars","Verified Purchase","I really like this! I purchased it for my bedroom because during these winter months it becomes dry. I’m able to see the humidity level to determine if I should use my humidifier to make the air comfortable. The nice feature is seeing the temperature. The setup is nice. The screen is clear & precise. I like how it stands upon its own, there’s also a magnetic backing. AAA batteries last awhile. This is a quality product I’m happy I invested in. It’s well worth the cost. I purchased one for my Dad as well. I do recommend!"
"18","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,"B. Schultz",NA,"5.0 out of 5 stars","Verified Purchase","I now have six ThermoPro thermometers in, around, and outside my house. They let me know exactly what the temperature and humidity are in each one, and I can know what the real conditions are outside instead of relying on the weather service--without having to go outside. I would recommend these products."
"19","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,"B. Schultz",NA,"5.0 out of 5 stars","Verified Purchase","I run a humidifier that doesn’t have a humidity sensor so I decided to purchase this to know when to turn the humidifier on or off. It works great. The stand is very sturdy and the magnet on the back of it is also very nice to have.My favorite feature is the history tracking for both humidity and temperature."
"20","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,"mesh",NA,"5.0 out of 5 stars","Verified Purchase","I had two of these for an apartment I had in Oregon because I was having issues with mold growing in my apartment.I kept it and brought it to my condo here in WA.  It has helped me control the climate in my homes as well as be able to determine how off my thermostat is.Love them so much I bought one for my desk at work because I was burning up and needed to know the temperature so I could dress accordingly.Highly recommend!"
"21","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,":City Slicker",NA,"4.6 out of 5 stars","Verified Purchase","I got this two pack to better understand why my home felt so uncomfortable.The upstairs felt humid. I knew I needed to insulate and I had a plan. I tested bothSide by side and one was off by a degree. I moved them to two other spots with the same results. It was good enough for me. I installed one upstairs and one on the 1sr floor. Both were installed on walls with a metal plate. If you touch them the readings will increase so plan where to put them.The upstairs was much more humid than downstairs. Of course the humidity increased when it rained. I installed a dehumidifier upstairs. I could check numbers on all three devices. The upstairs went from 94% to 54% and felt amazing. After a few months of wild readings and much reaseach, I realized I needed to encapsulate my crawl space! My house is 73 years old and in need of key upgrades. These little guys are allowing me to track the moisture thru all stages of the home upgrades so I know if what I am doing is making things better or worse!! I am very glad I got these in the fall.These are well worth the money!"
"22","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,"Logan Weyland",NA,"5.0 out of 5 stars","Verified Purchase","Got this to test the humidity in my room as I started using a humidifier. Does a great job of picking the changes. I love that it doesn't have any lights; it doesn't interrupt my sleep."
"23","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,"Animal1971",NA,"3.0 out of 5 stars","Verified Purchase","These are reading almost exactly the same temp, when side by side.  I was using them to measure heat in different types of installed windows.  Good size and stable.Have not used these outside."
"24","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,"Splashy P",NA,"5.0 out of 5 stars","Verified Purchase","I’m really pleased with how well this little guy works. It’s small but extremely accurate. I appreciate the digital readability of it as well. My only con is, it isn't lit up, even if it just glowed in the dark it would be very helpful, otherwise I am very pleased with the product."
"25","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,"Carolyn N",NA,"5.0 out of 5 stars","Verified Purchase","I put it halfway up my staircase going to the bonus room. I can keep a check on the humidity that way. If"
"26","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,"Laura G",NA,"5.0 out of 5 stars","Verified Purchase","Put this unit in my gun safe I have in the garage. Works great, shows the high and low of both humidity and temp recorded over a period of time."
"27","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,"graygirl1",NA,"5.0 out of 5 stars","Verified Purchase","Small temperature and humidity is perfect for my music room.  It is small and accurate.  Nice history range ca. be reset at anytime"
"28","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,"Greg",NA,"5.0 out of 5 stars","Verified Purchase","La información es correcta, el tamaño adecuado, a futuro se podría poner una luz para leer la información en la noche."
"29","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,"Memoryclick",NA,"5.0 out of 5 stars","Verified Purchase","Easy to use. Great product of you want an ideal room temp cause it helps you to monitor your room temperature!"
"30","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,"Memoryclick",NA,"5.0 out of 5 stars","Verified Purchase","Have been using it in the office… helps get the temperature adjusted when they can see how cold it is…"
"31","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,":City Slicker",NA,"4.6 out of 5 stars","Verified Purchase","Don’t know if it’s waterproof. I use it inside and really like it. Would buy it again."
"32","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,"Logan Weyland",NA,"5.0 out of 5 stars","Verified Purchase","Easy to use and very useful to keep track of the humidity in the house."
"33","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,"Sherry",NA,"3.0 out of 5 stars","Verified Purchase","Got this one for our camper. Knowing the temperature is always handy, of course, but knowing the humidity level is even more useful in enclosed spaces such as RVs where moisture can do so much damage. Easy to use; works as it is supposed to."
"34","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,"Phodia",NA,"5.0 out of 5 stars","Verified Purchase","I bought this specifically to use when I was making a wild yeast sourdough starter and now use it when during the bread proofing stages. It gives an average room temperature and well as information of the moment.My only gripe is that it doesn't have a square bottom like the other five Thermopro room thermometers I have all over the house and instead depends on a stand for it to sit at an angle. The others sit evenly on the wired furnace/ac thermostats."
"35","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,"Bad Habit",NA,"5.0 out of 5 stars","Verified Purchase","This works great in my gun safe. Big easy to read numbers. Highly recommended."
"36","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,"CW",NA,"5.0 out of 5 stars","Verified Purchase","No complaints. Works as should. Batteries have lasted for about two weeks so far."
"37","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,"Titanboas",NA,"5.0 out of 5 stars","Verified Purchase","Product works as described! Very accurate! Temperature is spot on when I test it against my digital thermostat. I have no real way of testing the humidity level but I believe it’s accurate. I use this in my small RV camper! Take a reading in the morning, after not venting out the trailer at night. But as as I air out the RV, the humidity levels starts dropping slowly as the camper is now allowed to breath easier. Would definitely recommend! The plastic leg works great for just sitting it on a counter or table."
"38","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,"Titanboas",NA,"5.0 out of 5 stars","Verified Purchase","Easy to read, accurate and a good value. Plan to purchase another soon. A++"
"39","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,"NLee",NA,"5.0 out of 5 stars","Verified Purchase","This gauge is perfect to gauge a comfort level of humidity. The air is so dry when we have. To heat the house. Do we bought a humidifier and this nice easy to use gauge. And it’s a magnet so we put it on the refrigerator. We see the levels often that way. 😀"
"40","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,"“ Honest Review!!! “",NA,"5.0 out of 5 stars","Verified Purchase","I was having trouble breathing with so much humidity in the air! I bought a dehumidifier and this monitor to help keep it lower... this device is very accurate and as a result, I'm breathing berry! Recommend it, yes!"
"41","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,":City Slicker",NA,"4.6 out of 5 stars","Verified Purchase","Last year I struggled with temp, I have baseboard heat i was constantly turning up and down. I purchased this and now they are set to 68 no more up and down. Very easy to read, I really like i can move it with its little stand or put it on my fridge with the built in magnet.  Thank you for saving my heat bill!"
"42","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,"Logan Weyland",NA,"5.0 out of 5 stars","Verified Purchase","This is helpful for monitoring temperature and humidity in multiple areas of your home or other structure. I find it especially useful for keeping track of basement humidity."
"43","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,"Michelle Luer",NA,"3.0 out of 5 stars","Verified Purchase","The meter is small and unobtrusive, making it easy to move around the house, yet the numbers are easy to read. It measures the humidity and temperature fairly rapidly, so no need to wait very long for it to readjust to a new environment. I'm more than satisfied with it, well worth the low cost."
"44","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,"Johnny Photo",NA,"5.0 out of 5 stars","Verified Purchase","This is the second ThermPro hygrometer I've had.  My last one was located in my former office.  When I left that job, I wanted one for my home.  Seems pretty accurate so far and I'm delighted with the purchase!"
"45","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,"FerdC",NA,"5.0 out of 5 stars","Verified Purchase","Check it and see! I really like this thing. This is the second one I’ve ordered. I have a closet and tent set up for cannabis and this thing keeps me from guessing about the temp and Rh. Nice quality, accurate and I love that I can attach it to the tent pole with the attached magnet and use the built in stand for the closet. Great product, highly recommend."
"46","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,"Janieh",NA,"5.0 out of 5 stars","Verified Purchase","I like the compact size and detailed information.Very pleased."
"47","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,"Jeremy Harbin",NA,"5.0 out of 5 stars","Verified Purchase","I carry this small and accurate temperature monitor and humidity sensor while hiking. It's very lightweight and uses a single AAA battery - one is included. This model is not for real outdoor use but I keep it in a drisack to protect it from rain. Can't beat the price."
"48","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,"Robert J.",NA,"5.0 out of 5 stars","Verified Purchase","While I did not calibrate it, I did compare it compare it to three different meters which showed tremendous coorelation.  Large display, magnetic back, and stand are all nice features. Note- it is has only been in service two days."
"49","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,"David M",NA,"5.0 out of 5 stars","Verified Purchase","Bought this to more closely monitor the area of my cigar humidor. Works great and looks really nice."
"50","ThermoPro TP50 Digital Hygrometer Indoor Thermometer Humidity Monitor with Temperature Humidity Gauge",NA,"Thomas",NA,"5.0 out of 5 stars","Verified Purchase","I live in a camper post mold exposure.  I use this to keep an eye on humidity levels and temp.  Very happy with this product, which is used to help keep me and my environment SAFE."
