"","Product","TitleOfReviews","NameOfReviewer","Date","Ratings","TypeOfReview","Reviews"
"35","TAKRINK Humane Mouse Trap",NA,"David","Reviewed in Australia on 1 June 2023","5.0 out of 5 stars","Verified Purchase","These mouse traps are absolutely INCREDIBLE like holy guacamole? I live on a ground floor that has a real mouse problem, especially since I have a rabbit. Anyway, I didn't know how well these would work but I did an unlike me and trusted the reviews. Holy!!!!Catches mice INSANELY fast and has solved my problems. Recommend. Oats work best btw."
"36","TAKRINK Humane Mouse Trap",NA,"David","Reviewed in Australia on 2 October 2023","5.0 out of 5 stars","Verified Purchase","I had tried 3 other mouse traps and all failed to catch our elusive houseguest. This trap caught the little guy first try! A sturdy, easy-to-use, easy-to-clean trap that gets results. Highly recommend."
"37","TAKRINK Humane Mouse Trap",NA,"schen0678","Reviewed in Australia on 21 May 2023","5.0 out of 5 stars","Verified Purchase","These are super easy and effective - I’ve set them both twice and caught four mice 🥴 Ordering more to try to get on top of things, but these are so easy and are humane."
"38","TAKRINK Humane Mouse Trap",NA,"James Gifford","Reviewed in Australia on 17 August 2023","5.0 out of 5 stars","Verified Purchase","I was curious with if it actually works. Slapped inside a piece of fatty meat and waited 2 days, by the third day it caught the small mice. Still alive and breathing"
"39","TAKRINK Humane Mouse Trap",NA,"Librarian guy","Reviewed in Australia on 4 August 2023","5.0 out of 5 stars","Verified Purchase","They're very easy to use. First day, all baits were eaten but no mouse was trapped. I assumed the mice were to light to set off. I improvised by sticking a coin on the trap, so with just a slight addition to the weight will set it off. Second day with the improvised, caught 2 small mice. Today's the 3rd day, and has a caught a mouse. Bait used is a piece of bread. Works wonderful"
"40","TAKRINK Humane Mouse Trap",NA,"Librarian guy","Reviewed in Australia on 1 August 2023","5.0 out of 5 stars","Verified Purchase","Great product. Took just one night to catch our little furry friend. Very impressed and can definitely recommend for small mice in your home you would rather weren’t there."
"41","TAKRINK Humane Mouse Trap",NA,"Howard","Reviewed in Australia on 3 August 2023","4.3 out of 5 stars","Verified Purchase","This is the best humane mouse trap I’ve ever used. I tried several other traps that did not work before trying this and this.The mouse I was trying to catch was very small so it was not setting off the traps. I taped a 10cent coin to the platform on this trap to make it even more sensitive. Mouse was caught within a few hours."
"42","TAKRINK Humane Mouse Trap",NA,"Harry","Reviewed in Australia on 1 May 2023","5.0 out of 5 stars","Verified Purchase","Works very well, used peanut butter and chocolate and it caught the mouse within 20 minutes of setting it down AND another mouse I didn't even know about."
"43","TAKRINK Humane Mouse Trap",NA,"M O","Reviewed in Australia on 23 July 2023","3.0 out of 5 stars","Verified Purchase","I bought several mouse traps before from Bunnings, and none of them work, and cost me over 100 dollars doing nothing, and this is the only one which can get the mouse easily, within 2 days, amazing.And, it does not hurt the mouse at all, well designed, and highly recommended.I use lots of peanut butter and cheese as the food inside."
"44","TAKRINK Humane Mouse Trap",NA,"M O","Reviewed in Australia on 3 October 2023","5.0 out of 5 stars","Verified Purchase","3 mice caught within 4 hours. Also a lovely message from the seller with extra hints on how to achieve best results."
"45","TAKRINK Humane Mouse Trap",NA,"David","Reviewed in Australia on 1 June 2023","5.0 out of 5 stars","Verified Purchase","These mouse traps are absolutely INCREDIBLE like holy guacamole? I live on a ground floor that has a real mouse problem, especially since I have a rabbit. Anyway, I didn't know how well these would work but I did an unlike me and trusted the reviews. Holy!!!!Catches mice INSANELY fast and has solved my problems. Recommend. Oats work best btw."
"46","TAKRINK Humane Mouse Trap",NA,"David","Reviewed in Australia on 2 October 2023","5.0 out of 5 stars","Verified Purchase","I had tried 3 other mouse traps and all failed to catch our elusive houseguest. This trap caught the little guy first try! A sturdy, easy-to-use, easy-to-clean trap that gets results. Highly recommend."
"47","TAKRINK Humane Mouse Trap",NA,"schen0678","Reviewed in Australia on 21 May 2023","5.0 out of 5 stars","Verified Purchase","These are super easy and effective - I’ve set them both twice and caught four mice 🥴 Ordering more to try to get on top of things, but these are so easy and are humane."
"48","TAKRINK Humane Mouse Trap",NA,"James Gifford","Reviewed in Australia on 17 August 2023","5.0 out of 5 stars","Verified Purchase","I was curious with if it actually works. Slapped inside a piece of fatty meat and waited 2 days, by the third day it caught the small mice. Still alive and breathing"
"49","TAKRINK Humane Mouse Trap",NA,"Librarian guy","Reviewed in Australia on 4 August 2023","5.0 out of 5 stars","Verified Purchase","They're very easy to use. First day, all baits were eaten but no mouse was trapped. I assumed the mice were to light to set off. I improvised by sticking a coin on the trap, so with just a slight addition to the weight will set it off. Second day with the improvised, caught 2 small mice. Today's the 3rd day, and has a caught a mouse. Bait used is a piece of bread. Works wonderful"
"50","TAKRINK Humane Mouse Trap",NA,"Librarian guy","Reviewed in Australia on 1 August 2023","5.0 out of 5 stars","Verified Purchase","Great product. Took just one night to catch our little furry friend. Very impressed and can definitely recommend for small mice in your home you would rather weren’t there."
