"","Product","TitleOfReviews","NameOfReviewer","Date","Ratings","TypeOfReview","Reviews"
"33","Raid One Shot Multipurpose Insect Killer, Insect Spray for Flying and Crawling Insects, Odourless, 220g, 1 Count",NA,"Amazon Customer","Reviewed in Australia on 4 September 2023","3.0 out of 5 stars","Verified Purchase","Came undamaged"
"34","Raid One Shot Multipurpose Insect Killer, Insect Spray for Flying and Crawling Insects, Odourless, 220g, 1 Count",NA,"S","Reviewed in Australia on 13 January 2023","5.0 out of 5 stars",NA,NA
"35","Raid One Shot Multipurpose Insect Killer, Insect Spray for Flying and Crawling Insects, Odourless, 220g, 1 Count",NA,"Young","Reviewed in Australia on 31 January 2022","5.0 out of 5 stars",NA,NA
"36","Raid One Shot Multipurpose Insect Killer, Insect Spray for Flying and Crawling Insects, Odourless, 220g, 1 Count",NA,NA,NA,"5.0 out of 5 stars",NA,NA
"37","Raid One Shot Multipurpose Insect Killer, Insect Spray for Flying and Crawling Insects, Odourless, 220g, 1 Count",NA,NA,NA,NA,NA,NA
"38","Raid One Shot Multipurpose Insect Killer, Insect Spray for Flying and Crawling Insects, Odourless, 220g, 1 Count",NA,NA,NA,NA,NA,NA
"39","Raid One Shot Multipurpose Insect Killer, Insect Spray for Flying and Crawling Insects, Odourless, 220g, 1 Count",NA,NA,NA,NA,NA,NA
"40","Raid One Shot Multipurpose Insect Killer, Insect Spray for Flying and Crawling Insects, Odourless, 220g, 1 Count",NA,NA,NA,NA,NA,NA
"41","Raid One Shot Multipurpose Insect Killer, Insect Spray for Flying and Crawling Insects, Odourless, 220g, 1 Count",NA,"Amazon Customer","Reviewed in Australia on 4 September 2023","4.1 out of 5 stars","Verified Purchase","It really kills then in one shot 😂😂"
"42","Raid One Shot Multipurpose Insect Killer, Insect Spray for Flying and Crawling Insects, Odourless, 220g, 1 Count",NA,"S.C.","Reviewed in Australia on 9 January 2022","5.0 out of 5 stars","Verified Purchase","Just like it says, one shot! Then they are gone!"
"43","Raid One Shot Multipurpose Insect Killer, Insect Spray for Flying and Crawling Insects, Odourless, 220g, 1 Count",NA,"Amazon Customer","Reviewed in Australia on 4 September 2023","3.0 out of 5 stars","Verified Purchase","Came undamaged"
"44","Raid One Shot Multipurpose Insect Killer, Insect Spray for Flying and Crawling Insects, Odourless, 220g, 1 Count",NA,"S","Reviewed in Australia on 13 January 2023","5.0 out of 5 stars",NA,NA
"45","Raid One Shot Multipurpose Insect Killer, Insect Spray for Flying and Crawling Insects, Odourless, 220g, 1 Count",NA,"Young","Reviewed in Australia on 31 January 2022","5.0 out of 5 stars",NA,NA
"46","Raid One Shot Multipurpose Insect Killer, Insect Spray for Flying and Crawling Insects, Odourless, 220g, 1 Count",NA,NA,NA,"5.0 out of 5 stars",NA,NA
"47","Raid One Shot Multipurpose Insect Killer, Insect Spray for Flying and Crawling Insects, Odourless, 220g, 1 Count",NA,NA,NA,NA,NA,NA
"48","Raid One Shot Multipurpose Insect Killer, Insect Spray for Flying and Crawling Insects, Odourless, 220g, 1 Count",NA,NA,NA,NA,NA,NA
"49","Raid One Shot Multipurpose Insect Killer, Insect Spray for Flying and Crawling Insects, Odourless, 220g, 1 Count",NA,NA,NA,NA,NA,NA
"50","Raid One Shot Multipurpose Insect Killer, Insect Spray for Flying and Crawling Insects, Odourless, 220g, 1 Count",NA,NA,NA,NA,NA,NA
