"","Product","Name","Date","IndividualRating","Review"
"14","1080P Webcam with Microphone, EMEET C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop","Nicolas Gregg","Reviewed in Australia on 13 July 2023","5.0 out of 5 stars","        Whilst it can't handle Windows Hello  sign in the camera is good value and works well for use with Teams, Zoom and Skype.  For the price I'm very happy  "
"15","1080P Webcam with Microphone, EMEET C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop","Amazon Customer","Reviewed in Australia on 23 February 2024","3.0 out of 5 stars","        Though it may say 1080p, it's not as clear as most 1080p webcams. But if you're just using it for meetings and not presentations, then this does the job. For the price, it's worth it if you're not using it for anything more. It works as intended, just not as great as the description makes it out to be.  "
"16","1080P Webcam with Microphone, EMEET C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop","Nigel Dukes","Reviewed in Australia on 8 January 2024","4.0 out of 5 stars","        Bought to enhance meetings - works well and great definition  "
"17","1080P Webcam with Microphone, EMEET C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop","KR","Reviewed in Australia on 3 August 2023","4.0 out of 5 stars","        The 90 degree wide angle lens means your face is a small part of what you audience gets to see.  "
"18","1080P Webcam with Microphone, EMEET C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop","Mike A","Reviewed in Australia on 1 October 2023","4.0 out of 5 stars","        nice  "
"19","1080P Webcam with Microphone, EMEET C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop","Mark Thomas","Reviewed in Australia on 15 September 2023","4.0 out of 5 stars","        it’s good  "
"20","1080P Webcam with Microphone, EMEET C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop","Brian Ky Lim","Reviewed in Australia on 19 September 2023","4.0 out of 5 stars","        The video quality is a little over than I'd like but it works well  "
"21","1080P Webcam with Microphone, EMEET C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop","charlie","Reviewed in Australia on 17 September 2023","4.0 out of 5 stars","        LOGITECH C922 gives better images.Still good buy. You pay what you get.  "
"22","1080P Webcam with Microphone, EMEET C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop","Kevin Geary","Reviewed in Australia on 29 July 2023","4.0 out of 5 stars","        Decent quality camera. Very wide angle though, and can't zoom in.  "
"23","1080P Webcam with Microphone, EMEET C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop","Eric IP","Reviewed in Australia on 4 June 2023","4.0 out of 5 stars",NA
"24","1080P Webcam with Microphone, EMEET C960 Web Camera, 2 Mics Streaming Webcam with Privacy Cover, 90°View Computer Camera, Plug&Play USB Webcam for Calls/Conference, Zoom/Skype/YouTube, Laptop/Desktop","Luke","Reviewed in Australia on 15 April 2023","4.0 out of 5 stars",NA
